name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Badal Bansal,Badal,Bansal,"Badal Bansal has 24 years of experience in Civil Law, Constitutional Law, and Tax Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 321.4499610460837 USD per hour. He takes 75.89976101814369 Avg Days for Disposal. He speaks: Kannada, Malayalam and Telugu. He practices at Vyas-Basu, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",24,"Civil Law, Constitutional Law, and Tax Law",3,Supreme Court,321.449961,75.89976102,"Kannada, Malayalam and Telugu",Vyas-Basu,Mumbai,yes,Large Corporations,male
Bhamini Boase,Bhamini,Boase,"Bhamini Boase has 1 years of experience in Family Law, Banking and Finance Law, and Medical Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 196.51150963355514 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Kannada, Odia and Assamese. He practices at Varma-Rana, and is based in Bangalore. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",1,"Family Law, Banking and Finance Law, and Medical Law",3.004576659,Specialized Court,196.5115096,89.33090202,"Kannada, Odia and Assamese",Varma-Rana,Bangalore,no,Large Corporations,male
Kabir Shukla,Kabir,Shukla,"Kabir Shukla has 22 years of experience in Immigration Law, Civil Law, and Medical Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 492.6187848824484 USD per hour. He takes 105.22831337721458 Avg Days for Disposal. He speaks: Assamese, Urdu and Urdu. He practices at Ben, Sahni and Yogi, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",22,"Immigration Law, Civil Law, and Medical Law",1,Supreme Court,492.6187849,105.2283134,"Assamese, Urdu and Urdu","Ben, Sahni and Yogi",Kolkata,no,Individuals,male
Tara Ganesh,Tara,Ganesh,"Tara Ganesh has 1 years of experience in Medical Law, Environmental Law, and Medical Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 350.3080233726782 USD per hour. He takes 91.61975881087844 Avg Days for Disposal. He speaks: Malayalam, Assamese and Malayalam. He practices at Chaudhary, Venkataraman and Lala, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Individuals.",1,"Medical Law, Environmental Law, and Medical Law",5,District Court,350.3080234,91.61975881,"Malayalam, Assamese and Malayalam","Chaudhary, Venkataraman and Lala",Chennai,yes,Individuals,male
Aarna Iyer,Aarna,Iyer,"Aarna Iyer has 18 years of experience in Criminal Law, Intellectual Property Law, and Civil Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 69.73108362348346 USD per hour. He takes 129.10288744724653 Avg Days for Disposal. He speaks: Urdu, Urdu and Malayalam. He practices at Rout and Sons, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",18,"Criminal Law, Intellectual Property Law, and Civil Law",4,District Court,69.73108362,129.1028874,"Urdu, Urdu and Malayalam",Rout and Sons,Delhi,no,Small Businesses,male
Indrajit Deshpande,Indrajit,Deshpande,"Indrajit Deshpande has 15 years of experience in Corporate Law, Human Rights Law, and Civil Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 196.97985758660394 USD per hour. He takes 92.90109550784575 Avg Days for Disposal. He speaks: Kannada, Hindi and Tamil. He practices at Wali-Shukla, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",15,"Corporate Law, Human Rights Law, and Civil Law",2,High Court,196.9798576,92.90109551,"Kannada, Hindi and Tamil",Wali-Shukla,Hyderabad,no,Individuals,male
Tiya Cherian,Tiya,Cherian,"Tiya Cherian has 17 years of experience in Consumer Protection Law, Civil Law, and Human Rights Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 330.4914951915759 USD per hour. He takes 90.89537820869604 Avg Days for Disposal. He speaks: Odia, Odia and Marathi. He practices at Thakur, Deshpande and Lal, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Small Businesses.",17,"Consumer Protection Law, Civil Law, and Human Rights Law",2,High Court,330.4914952,90.89537821,"Odia, Odia and Marathi","Thakur, Deshpande and Lal",Delhi,yes,Small Businesses,male
Indrans Buch,Indrans,Buch,"Indrans Buch has 11 years of experience in Family Law, Immigration Law, and Criminal Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 75.34997500965791 USD per hour. He takes 91.59274379160324 Avg Days for Disposal. He speaks: Hindi, Marathi and Tamil. He practices at Hari PLC, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",11,"Family Law, Immigration Law, and Criminal Law",2,High Court,75.34997501,91.59274379,"Hindi, Marathi and Tamil",Hari PLC,Delhi,no,Individuals,male
Manikya Kapoor,Manikya,Kapoor,"Manikya Kapoor has 21 years of experience in Criminal Law, Civil Law, and Media and Entertainment Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 60.74788609361424 USD per hour. He takes 80.43286960710097 Avg Days for Disposal. He speaks: Odia, Bengali and Gujarati. He practices at Chawla Group, and is based in Chennai. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",21,"Criminal Law, Civil Law, and Media and Entertainment Law",4,High Court,60.74788609,80.43286961,"Odia, Bengali and Gujarati",Chawla Group,Chennai,yes,Large Corporations,male
Dishani Basu,Dishani,Basu,"Dishani Basu has 26 years of experience in Civil Law, Criminal Law, and Labor Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 252.51090778751114 USD per hour. He takes 89.1324508143361 Avg Days for Disposal. He speaks: Bengali, Hindi and Hindi. He practices at Acharya-Chacko, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",26,"Civil Law, Criminal Law, and Labor Law",5,District Court,252.5109078,89.13245081,"Bengali, Hindi and Hindi",Acharya-Chacko,Delhi,yes,Individuals,male
Nitya Bhatia,Nitya,Bhatia,"Nitya Bhatia has 25 years of experience in Immigration Law, Criminal Law, and Constitutional Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 199.71058086170152 USD per hour. He takes 106.91682040667469 Avg Days for Disposal. He speaks: Hindi, Telugu and Hindi. He practices at Baral Ltd, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",25,"Immigration Law, Criminal Law, and Constitutional Law",4,Specialized Court,199.7105809,106.9168204,"Hindi, Telugu and Hindi",Baral Ltd,Kolkata,no,Small Businesses,male
Madhup Lad,Madhup,Lad,"Madhup Lad has 22 years of experience in Criminal Law, Labor Law, and Real Estate Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 247.23437361492466 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Kannada, Telugu and Malayalam. He practices at Iyengar and Sons, and is based in Chennai. He does not provide pro bono services to the community. His Client Demographics is Individuals.",22,"Criminal Law, Labor Law, and Real Estate Law",3.004576659,Specialized Court,247.2343736,89.33090202,"Kannada, Telugu and Malayalam",Iyengar and Sons,Chennai,no,Individuals,male
Adira Gade,Adira,Gade,"Adira Gade has 27 years of experience in Intellectual Property Law, Banking and Finance Law, and Tax Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 168.21198944600232 USD per hour. He takes 78.09810405174792 Avg Days for Disposal. He speaks: Kannada, Tamil and Hindi. He practices at Bhalla, Kala and Kadakia, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",27,"Intellectual Property Law, Banking and Finance Law, and Tax Law",1,Specialized Court,168.2119894,78.09810405,"Kannada, Tamil and Hindi","Bhalla, Kala and Kadakia",Delhi,no,Small Businesses,male
Alia Tank,Alia,Tank,"Alia Tank has 27 years of experience in Media and Entertainment Law, Immigration Law, and Environmental Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 124.12298612434141 USD per hour. He takes 76.12373069282047 Avg Days for Disposal. He speaks: Malayalam, Hindi and Bengali. He practices at Vaidya, Arora and Singhal, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",27,"Media and Entertainment Law, Immigration Law, and Environmental Law",2,Supreme Court,124.1229861,76.12373069,"Malayalam, Hindi and Bengali","Vaidya, Arora and Singhal",Hyderabad,yes,Small Businesses,male
Manikya Malhotra,Manikya,Malhotra,"Manikya Malhotra has 17 years of experience in Immigration Law, Human Rights Law, and Immigration Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 360.114510641152 USD per hour. He takes 83.24697162501235 Avg Days for Disposal. He speaks: Marathi, Gujarati and Odia. He practices at Rout-Wason, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Individuals.",17,"Immigration Law, Human Rights Law, and Immigration Law",3,High Court,360.1145106,83.24697163,"Marathi, Gujarati and Odia",Rout-Wason,Mumbai,yes,Individuals,male
Trisha Bera,Trisha,Bera,"Trisha Bera has 13 years of experience in Medical Law, Immigration Law, and Family Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 281.55700232051026 USD per hour. He takes 91.10795151616321 Avg Days for Disposal. He speaks: Kannada, Hindi and Tamil. He practices at Wali Ltd, and is based in Chennai. She provides pro bono services to the community. Her Client Demographics is Individuals.",13,"Medical Law, Immigration Law, and Family Law",2,High Court,281.5570023,91.10795152,"Kannada, Hindi and Tamil",Wali Ltd,Chennai,yes,Individuals,male
Aarna Deo,Aarna,Deo,"Aarna Deo has 1 years of experience in Corporate Law, Corporate Law, and Human Rights Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is District Court. He charges 140.06939506221508 USD per hour. He takes 107.90379803214392 Avg Days for Disposal. He speaks: Gujarati, Marathi and Odia. He practices at Brahmbhatt, Kant and Hari, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",1,"Corporate Law, Corporate Law, and Human Rights Law",3,District Court,140.0693951,107.903798,"Gujarati, Marathi and Odia","Brahmbhatt, Kant and Hari",Chennai,no,Small Businesses,male
Aaryahi Lall,Aaryahi,Lall,"Aaryahi Lall has 2 years of experience in Consumer Protection Law, Immigration Law, and Media and Entertainment Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 193.81524181699925 USD per hour. He takes 69.89267037950344 Avg Days for Disposal. He speaks: Bengali, Urdu and Tamil. He practices at Divan-Sarma, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",2,"Consumer Protection Law, Immigration Law, and Media and Entertainment Law",4,District Court,193.8152418,69.89267038,"Bengali, Urdu and Tamil",Divan-Sarma,Bangalore,yes,Large Corporations,male
Vidur Ahluwalia,Vidur,Ahluwalia,"Vidur Ahluwalia has 9 years of experience in Civil Law, Corporate Law, and Labor Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 316.3135584484967 USD per hour. He takes 85.20260583166866 Avg Days for Disposal. He speaks: Tamil, Hindi and Gujarati. He practices at Raval, Bhat and Bassi, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",9,"Civil Law, Corporate Law, and Labor Law",1,Supreme Court,316.3135584,85.20260583,"Tamil, Hindi and Gujarati","Raval, Bhat and Bassi",Delhi,yes,Individuals,male
Pranay Balasubramanian,Pranay,Balasubramanian,"Pranay Balasubramanian has 3 years of experience in Media and Entertainment Law, Labor Law, and Medical Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 82.50320672261503 USD per hour. He takes 92.16465029152619 Avg Days for Disposal. He speaks: Punjabi, Gujarati and Urdu. He practices at Comar, Khare and Shah, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",3,"Media and Entertainment Law, Labor Law, and Medical Law",3,Supreme Court,82.50320672,92.16465029,"Punjabi, Gujarati and Urdu","Comar, Khare and Shah",Mumbai,yes,Small Businesses,male
Sahil Taneja,Sahil,Taneja,"Sahil Taneja has 1 years of experience in Environmental Law, Labor Law, and Consumer Protection Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 116.3538541697808 USD per hour. He takes 62.49441348555848 Avg Days for Disposal. He speaks: Marathi, Punjabi and Bengali. He practices at Shukla-Deo, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Large Corporations.",1,"Environmental Law, Labor Law, and Consumer Protection Law",4,Specialized Court,116.3538542,62.49441349,"Marathi, Punjabi and Bengali",Shukla-Deo,Hyderabad,yes,Large Corporations,male
Dhanuk Wadhwa,Dhanuk,Wadhwa,"Dhanuk Wadhwa has 21 years of experience in Tax Law, Intellectual Property Law, and Consumer Protection Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is District Court. He charges 82.96052184832556 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Telugu, Gujarati and Telugu. He practices at Char, Majumdar and Bali, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",21,"Tax Law, Intellectual Property Law, and Consumer Protection Law",2.967963387,District Court,82.96052185,90.24561363,"Telugu, Gujarati and Telugu","Char, Majumdar and Bali",Kolkata,no,Small Businesses,male
Aniruddh Sarma,Aniruddh,Sarma,"Aniruddh Sarma has 16 years of experience in Labor Law, Medical Law, and Intellectual Property Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 415.5427997213535 USD per hour. He takes 79.8016719039572 Avg Days for Disposal. He speaks: Hindi, Telugu and Tamil. He practices at Lalla, Thakur and Arya, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Individuals.",16,"Labor Law, Medical Law, and Intellectual Property Law",3,High Court,415.5427997,79.8016719,"Hindi, Telugu and Tamil","Lalla, Thakur and Arya",Chennai,yes,Individuals,male
Vardaniya Balay,Vardaniya,Balay,"Vardaniya Balay has 23 years of experience in Banking and Finance Law, Criminal Law, and Corporate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 388.5841549454042 USD per hour. He takes 78.06044439224253 Avg Days for Disposal. He speaks: Tamil, Marathi and Marathi. He practices at Raj-Dube, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",23,"Banking and Finance Law, Criminal Law, and Corporate Law",2,Specialized Court,388.5841549,78.06044439,"Tamil, Marathi and Marathi",Raj-Dube,Kolkata,no,Small Businesses,male
Anay Mall,Anay,Mall,"Anay Mall has 6 years of experience in Human Rights Law, Civil Law, and Consumer Protection Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 388.99081934566567 USD per hour. He takes 92.87834317532472 Avg Days for Disposal. He speaks: Punjabi, Urdu and Malayalam. He practices at Shan LLC, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",6,"Human Rights Law, Civil Law, and Consumer Protection Law",2,High Court,388.9908193,92.87834318,"Punjabi, Urdu and Malayalam",Shan LLC,Kolkata,yes,Small Businesses,male
Sumer Dave,Sumer,Dave,"Sumer Dave has 28 years of experience in Human Rights Law, Civil Law, and Civil Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 372.3464045642126 USD per hour. He takes 87.59160585747304 Avg Days for Disposal. He speaks: Kannada, Malayalam and Urdu. He practices at Wadhwa and Sons, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",28,"Human Rights Law, Civil Law, and Civil Law",2,Specialized Court,372.3464046,87.59160586,"Kannada, Malayalam and Urdu",Wadhwa and Sons,Kolkata,yes,Small Businesses,male
Neelofar Sarna,Neelofar,Sarna,"Neelofar Sarna has 17 years of experience in Labor Law, Media and Entertainment Law, and Labor Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 351.22344065144114 USD per hour. He takes 81.67070846098446 Avg Days for Disposal. He speaks: Assamese, Gujarati and Kannada. He practices at Lala-Chanda, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Individuals.",17,"Labor Law, Media and Entertainment Law, and Labor Law",4,High Court,351.2234407,81.67070846,"Assamese, Gujarati and Kannada",Lala-Chanda,Bangalore,yes,Individuals,male
Hansh Buch,Hansh,Buch,"Hansh Buch has 5 years of experience in Banking and Finance Law, Banking and Finance Law, and Corporate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 264.6463619201787 USD per hour. He takes 96.41943939828953 Avg Days for Disposal. He speaks: Odia, Marathi and Kannada. He practices at Baral Inc, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",5,"Banking and Finance Law, Banking and Finance Law, and Corporate Law",2,Supreme Court,264.6463619,96.4194394,"Odia, Marathi and Kannada",Baral Inc,Kolkata,no,Large Corporations,male
Purab Deo,Purab,Deo,"Purab Deo has 5 years of experience in Labor Law, Tax Law, and Media and Entertainment Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 339.02517357820176 USD per hour. He takes 115.84612076469375 Avg Days for Disposal. He speaks: Gujarati, Punjabi and Telugu. He practices at Iyer-Deep, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",5,"Labor Law, Tax Law, and Media and Entertainment Law",5,Specialized Court,339.0251736,115.8461208,"Gujarati, Punjabi and Telugu",Iyer-Deep,Delhi,no,Large Corporations,male
Sumer Gandhi,Sumer,Gandhi,"Sumer Gandhi has 6 years of experience in Family Law, Tax Law, and Family Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 67.26269965458859 USD per hour. He takes 114.58884775112628 Avg Days for Disposal. He speaks: Assamese, Malayalam and Marathi. He practices at Singhal, Tank and Kale, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",6,"Family Law, Tax Law, and Family Law",1,High Court,67.26269965,114.5888478,"Assamese, Malayalam and Marathi","Singhal, Tank and Kale",Delhi,no,Large Corporations,male
Hansh Sharaf,Hansh,Sharaf,"Hansh Sharaf has 3 years of experience in Media and Entertainment Law, Real Estate Law, and Media and Entertainment Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 329.6589901955531 USD per hour. He takes 61.15842341906496 Avg Days for Disposal. He speaks: Malayalam, Odia and Hindi. He practices at Saxena Inc, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",3,"Media and Entertainment Law, Real Estate Law, and Media and Entertainment Law",4,High Court,329.6589902,61.15842342,"Malayalam, Odia and Hindi",Saxena Inc,Mumbai,yes,Large Corporations,male
Bhavin Vig,Bhavin,Vig,"Bhavin Vig has 21 years of experience in Corporate Law, Constitutional Law, and Civil Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is District Court. He charges 400.0449674915947 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Hindi, Odia and Bengali. He practices at Rattan, Salvi and Khatri, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Individuals.",21,"Corporate Law, Constitutional Law, and Civil Law",2.967963387,District Court,400.0449675,90.24561363,"Hindi, Odia and Bengali","Rattan, Salvi and Khatri",Mumbai,yes,Individuals,male
Baiju Dua,Baiju,Dua,"Baiju Dua has 23 years of experience in Civil Law, Intellectual Property Law, and Civil Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 275.1612621729756 USD per hour. He takes 87.32965064904242 Avg Days for Disposal. He speaks: Hindi, Odia and Odia. He practices at Ganesh Ltd, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",23,"Civil Law, Intellectual Property Law, and Civil Law",1,Specialized Court,275.1612622,87.32965065,"Hindi, Odia and Odia",Ganesh Ltd,Hyderabad,no,Small Businesses,male
Adira Khalsa,Adira,Khalsa,"Adira Khalsa has 5 years of experience in Immigration Law, Real Estate Law, and Real Estate Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 210.8809977922566 USD per hour. He takes 92.32733014298034 Avg Days for Disposal. He speaks: Hindi, Assamese and Assamese. He practices at Ganguly-Randhawa, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Large Corporations.",5,"Immigration Law, Real Estate Law, and Real Estate Law",3,High Court,210.8809978,92.32733014,"Hindi, Assamese and Assamese",Ganguly-Randhawa,Kolkata,yes,Large Corporations,male
Aaryahi Chowdhury,Aaryahi,Chowdhury,"Aaryahi Chowdhury has 21 years of experience in Family Law, Real Estate Law, and Environmental Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 174.8420306604406 USD per hour. He takes 84.02575449686177 Avg Days for Disposal. He speaks: Bengali, Punjabi and Punjabi. He practices at Gill-Khatri, and is based in Kolkata. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",21,"Family Law, Real Estate Law, and Environmental Law",2,District Court,174.8420307,84.0257545,"Bengali, Punjabi and Punjabi",Gill-Khatri,Kolkata,yes,Large Corporations,male
Taimur Shah,Taimur,Shah,"Taimur Shah has 5 years of experience in Corporate Law, Media and Entertainment Law, and Labor Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 339.2609225729371 USD per hour. He takes 91.76382944830803 Avg Days for Disposal. He speaks: Hindi, Urdu and Punjabi. He practices at Kapoor, Keer and Ramachandran, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",5,"Corporate Law, Media and Entertainment Law, and Labor Law",1,High Court,339.2609226,91.76382945,"Hindi, Urdu and Punjabi","Kapoor, Keer and Ramachandran",Bangalore,no,Individuals,male
Aniruddh Dugar,Aniruddh,Dugar,"Aniruddh Dugar has 10 years of experience in Tax Law, Family Law, and Media and Entertainment Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 361.76053938345893 USD per hour. He takes 92.27111094108028 Avg Days for Disposal. He speaks: Marathi, Bengali and Bengali. He practices at Bandi, Ravel and Dass, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",10,"Tax Law, Family Law, and Media and Entertainment Law",5,Specialized Court,361.7605394,92.27111094,"Marathi, Bengali and Bengali","Bandi, Ravel and Dass",Kolkata,yes,Small Businesses,male
Mannat Acharya,Mannat,Acharya,"Mannat Acharya has 10 years of experience in Intellectual Property Law, Banking and Finance Law, and Banking and Finance Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 441.93541993814415 USD per hour. He takes 81.31572363976615 Avg Days for Disposal. He speaks: Punjabi, Bengali and Assamese. He practices at Dave, Chada and Atwal, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",10,"Intellectual Property Law, Banking and Finance Law, and Banking and Finance Law",3,Supreme Court,441.9354199,81.31572364,"Punjabi, Bengali and Assamese","Dave, Chada and Atwal",Kolkata,yes,Small Businesses,male
Suhana Kohli,Suhana,Kohli,"Suhana Kohli has 19 years of experience in Human Rights Law, Family Law, and Constitutional Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 204.05033710744584 USD per hour. He takes 76.55448678262229 Avg Days for Disposal. He speaks: Odia, Malayalam and Urdu. He practices at Ray-Sule, and is based in Kolkata. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",19,"Human Rights Law, Family Law, and Constitutional Law",5,Specialized Court,204.0503371,76.55448678,"Odia, Malayalam and Urdu",Ray-Sule,Kolkata,yes,Large Corporations,male
Taran Bajwa,Taran,Bajwa,"Taran Bajwa has 17 years of experience in Civil Law, Consumer Protection Law, and Human Rights Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 396.3975383235135 USD per hour. He takes 83.26956476070774 Avg Days for Disposal. He speaks: Assamese, Marathi and Gujarati. He practices at Bala, Kamdar and Kade, and is based in Chennai. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",17,"Civil Law, Consumer Protection Law, and Human Rights Law",1,Specialized Court,396.3975383,83.26956476,"Assamese, Marathi and Gujarati","Bala, Kamdar and Kade",Chennai,no,Large Corporations,male
Yakshit Gala,Yakshit,Gala,"Yakshit Gala has 21 years of experience in Labor Law, Banking and Finance Law, and Human Rights Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 302.61012088520204 USD per hour. He takes 93.51388896685148 Avg Days for Disposal. He speaks: Marathi, Odia and Urdu. He practices at Bhatti and Sons, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Small Businesses.",21,"Labor Law, Banking and Finance Law, and Human Rights Law",5,High Court,302.6101209,93.51388897,"Marathi, Odia and Urdu",Bhatti and Sons,Chennai,yes,Small Businesses,male
Faiyaz Dasgupta,Faiyaz,Dasgupta,"Faiyaz Dasgupta has 14 years of experience in Criminal Law, Real Estate Law, and Criminal Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is High Court. He charges 447.2764208051356 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Marathi, Telugu and Kannada. He practices at Dube, Khare and Butala, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",14,"Criminal Law, Real Estate Law, and Criminal Law",3.085416667,High Court,447.2764208,91.07675778,"Marathi, Telugu and Kannada","Dube, Khare and Butala",Bangalore,no,Individuals,male
Jhanvi Gade,Jhanvi,Gade,"Jhanvi Gade has 9 years of experience in Environmental Law, Immigration Law, and Criminal Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 287.5154487330293 USD per hour. He takes 102.8002346601022 Avg Days for Disposal. He speaks: Gujarati, Urdu and Odia. He practices at Bava PLC, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Small Businesses.",9,"Environmental Law, Immigration Law, and Criminal Law",1,Specialized Court,287.5154487,102.8002347,"Gujarati, Urdu and Odia",Bava PLC,Bangalore,yes,Small Businesses,male
Diya Arya,Diya,Arya,"Diya Arya has 14 years of experience in Civil Law, Constitutional Law, and Immigration Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 282.9334227790853 USD per hour. He takes 82.5871496539963 Avg Days for Disposal. He speaks: Malayalam, Bengali and Kannada. He practices at Sankar-Rattan, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",14,"Civil Law, Constitutional Law, and Immigration Law",5,District Court,282.9334228,82.58714965,"Malayalam, Bengali and Kannada",Sankar-Rattan,Delhi,no,Small Businesses,male
Rasha Ranganathan,Rasha,Ranganathan,"Rasha Ranganathan has 1 years of experience in Constitutional Law, Medical Law, and Intellectual Property Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 310.0446866484091 USD per hour. He takes 94.25766850954105 Avg Days for Disposal. He speaks: Odia, Hindi and Tamil. He practices at Reddy-Sibal, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",1,"Constitutional Law, Medical Law, and Intellectual Property Law",1,District Court,310.0446866,94.25766851,"Odia, Hindi and Tamil",Reddy-Sibal,Bangalore,no,Large Corporations,male
Akarsh Bansal,Akarsh,Bansal,"Akarsh Bansal has 19 years of experience in Consumer Protection Law, Intellectual Property Law, and Corporate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 387.1919098140955 USD per hour. He takes 104.43753887929948 Avg Days for Disposal. He speaks: Gujarati, Assamese and Kannada. He practices at Vyas, Bhatia and Samra, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Individuals.",19,"Consumer Protection Law, Intellectual Property Law, and Corporate Law",2,District Court,387.1919098,104.4375389,"Gujarati, Assamese and Kannada","Vyas, Bhatia and Samra",Hyderabad,no,Individuals,male
